"CVEGEO","NOMGEO","n_schools_avg","no_n_schools_avg","pct_con_bebederos","no_pct_con_bebederos","pct_con_proteccion_civil","no_pct_con_proteccion_civil","pct_con_cancha","no_pct_con_cancha","avg_anio_creacion","no_avg_anio_creacion"
15120,"ZUMPANGO",0,1,0,1,0,1,0,1,0,1
15042,"IXTLAHUACA",0,1,0,1,0,1,0,1,0,1
15084,"TEMASCALAPA",0,1,0,1,0,1,0,1,0,1
15047,"JIQUIPILCO",0,1,0,1,0,1,0,1,0,1
15022,"COCOTITLAN",0,1,0,1,0,1,0,1,0,1
15020,"COACALCO DE BERRIOZABAL",0,1,0,1,0,1,0,1,0,1
15062,"OCOYOACAC",0,1,0,1,0,1,0,1,0,1
15050,"JUCHITEPEC",0,1,0,1,0,1,0,1,0,1
15061,"NOPALTEPEC",0,1,0,1,0,1,0,1,0,1
15101,"TIANGUISTENCO",0,1,0,1,0,1,0,1,0,1
15057,"NAUCALPAN DE JUAREZ",0,1,0,1,0,1,0,1,0,1
15105,"TLATLAYA",0,1,0,1,0,1,0,1,0,1
15106,"TOLUCA",0,1,0,1,0,1,0,1,0,1
15116,"ZACAZONAPAN",0,1,0,1,0,1,0,1,0,1
15097,"TEXCALTITLAN",0,1,0,1,0,1,0,1,0,1
15079,"SOYANIQUILPAN DE JUAREZ",0,1,0,1,0,1,0,1,0,1
15119,"ZUMPAHUACAN",0,1,0,1,0,1,0,1,0,1
15081,"TECAMAC",0,1,0,1,0,1,0,1,0,1
15035,"HUEHUETOCA",0,1,0,1,0,1,0,1,0,1
15064,"EL ORO",0,1,0,1,0,1,0,1,0,1
15083,"TEMAMATLA",0,1,0,1,0,1,0,1,0,1
15102,"TIMILPAN",0,1,0,1,0,1,0,1,0,1
15087,"TEMOAYA",0,1,0,1,0,1,0,1,0,1
15066,"OTZOLOAPAN",0,1,0,1,0,1,0,1,0,1
15108,"TULTEPEC",0,1,0,1,0,1,0,1,0,1
15089,"TENANGO DEL AIRE",0,1,0,1,0,1,0,1,0,1
15051,"LERMA",0,1,0,1,0,1,0,1,0,1
15046,"JILOTZINGO",0,1,0,1,0,1,0,1,0,1
15037,"HUIXQUILUCAN",0,1,0,1,0,1,0,1,0,1
15038,"ISIDRO FABELA",0,1,0,1,0,1,0,1,0,1
15039,"IXTAPALUCA",0,1,0,1,0,1,0,1,0,1
15017,"AYAPANGO",0,1,0,1,0,1,0,1,0,1
15069,"PAPALOTLA",0,1,0,1,0,1,0,1,0,1
15065,"OTUMBA",0,1,0,1,0,1,0,1,0,1
15048,"JOCOTITLAN",0,1,0,1,0,1,0,1,0,1
15121,"CUAUTITLAN IZCALLI",0,1,0,1,0,1,0,1,0,1
15080,"SULTEPEC",0,1,0,1,0,1,0,1,0,1
15071,"POLOTITLAN",0,1,0,1,0,1,0,1,0,1
15075,"SAN MARTIN DE LAS PIRAMIDES",0,1,0,1,0,1,0,1,0,1
15072,"RAYON",0,1,0,1,0,1,0,1,0,1
15056,"MORELOS",1,0,1,0,0,0,1,0,1982,0
15067,"OTZOLOTEPEC",0,1,0,1,0,1,0,1,0,1
15088,"TENANCINGO",0,1,0,1,0,1,0,1,0,1
15070,"LA PAZ",28,0,0.357142857142857,0,0.214285714285714,0,0.571428571428571,0,1978.21428571429,0
15078,"SANTO TOMAS",0,1,0,1,0,1,0,1,0,1
15111,"VILLA DE ALLENDE",0,1,0,1,0,1,0,1,0,1
15112,"VILLA DEL CARBON",0,1,0,1,0,1,0,1,0,1
15091,"TEOLOYUCAN",0,1,0,1,0,1,0,1,0,1
15113,"VILLA GUERRERO",0,1,0,1,0,1,0,1,0,1
15006,"ALMOLOYA DEL RIO",0,1,0,1,0,1,0,1,0,1
15123,"LUVIANOS",0,1,0,1,0,1,0,1,0,1
15099,"TEXCOCO",0,1,0,1,0,1,0,1,0,1
15060,"NICOLAS ROMERO",0,1,0,1,0,1,0,1,0,1
15122,"VALLE DE CHALCO SOLIDARIDAD",0,1,0,1,0,1,0,1,0,1
15044,"JALTENCO",0,1,0,1,0,1,0,1,0,1
15110,"VALLE DE BRAVO",0,1,0,1,0,1,0,1,0,1
15045,"JILOTEPEC",0,1,0,1,0,1,0,1,0,1
15098,"TEXCALYACAC",0,1,0,1,0,1,0,1,0,1
15115,"XONACATLAN",0,1,0,1,0,1,0,1,0,1
15117,"ZACUALPAN",0,1,0,1,0,1,0,1,0,1
15124,"SAN JOSE DEL RINCON",0,1,0,1,0,1,0,1,0,1
15029,"CHICOLOAPAN",0,1,0,1,0,1,0,1,0,1
15058,"NEZAHUALCOYOTL",0,1,0,1,0,1,0,1,0,1
15092,"TEOTIHUACAN",0,1,0,1,0,1,0,1,0,1
15077,"SAN SIMON DE GUERRERO",0,1,0,1,0,1,0,1,0,1
15055,"MEXICALTZINGO",0,1,0,1,0,1,0,1,0,1
15054,"METEPEC",0,1,0,1,0,1,0,1,0,1
15049,"JOQUICINGO",0,1,0,1,0,1,0,1,0,1
15026,"CHAPA DE MOTA",0,1,0,1,0,1,0,1,0,1
15001,"ACAMBAY DE RUIZ CASTANEDA",0,1,0,1,0,1,0,1,0,1
15059,"NEXTLALPAN",0,1,0,1,0,1,0,1,0,1
15086,"TEMASCALTEPEC",0,1,0,1,0,1,0,1,0,1
15053,"MELCHOR OCAMPO",2,0,0,0,0,0,0.5,0,1990,0
15090,"TENANGO DEL VALLE",0,1,0,1,0,1,0,1,0,1
15032,"DONATO GUERRA",0,1,0,1,0,1,0,1,0,1
15125,"TONANITLA",0,1,0,1,0,1,0,1,0,1
15114,"VILLA VICTORIA",0,1,0,1,0,1,0,1,0,1
15093,"TEPETLAOXTOC",0,1,0,1,0,1,0,1,0,1
15063,"OCUILAN",0,1,0,1,0,1,0,1,0,1
15073,"SAN ANTONIO LA ISLA",0,1,0,1,0,1,0,1,0,1
15033,"ECATEPEC DE MORELOS",0,1,0,1,0,1,0,1,0,1
15013,"ATIZAPAN DE ZARAGOZA",0,1,0,1,0,1,0,1,0,1
15027,"CHAPULTEPEC",0,1,0,1,0,1,0,1,0,1
15018,"CALIMAYA",0,1,0,1,0,1,0,1,0,1
15009,"AMECAMECA",0,1,0,1,0,1,0,1,0,1
15031,"CHIMALHUACAN",0,1,0,1,0,1,0,1,0,1
15043,"XALATLACO",0,1,0,1,0,1,0,1,0,1
15095,"TEPOTZOTLAN",0,1,0,1,0,1,0,1,0,1
16074,"COJUMATLAN DE REGULES",0,1,0,1,0,1,0,1,0,1
16090,"TINGAMBATO",0,1,0,1,0,1,0,1,0,1
16002,"AGUILILLA",0,1,0,1,0,1,0,1,0,1
16003,"ALVARO OBREGON",0,1,0,1,0,1,0,1,0,1
16004,"ANGAMACUTIRO",0,1,0,1,0,1,0,1,0,1
16005,"ANGANGUEO",0,1,0,1,0,1,0,1,0,1
16006,"APATZINGAN",0,1,0,1,0,1,0,1,0,1
16007,"APORO",0,1,0,1,0,1,0,1,0,1
16008,"AQUILA",0,1,0,1,0,1,0,1,0,1
16009,"ARIO",0,1,0,1,0,1,0,1,0,1
16096,"TUMBISCATIO",0,1,0,1,0,1,0,1,0,1
16097,"TURICATO",0,1,0,1,0,1,0,1,0,1
16106,"YURECUARO",0,1,0,1,0,1,0,1,0,1
16107,"ZACAPU",1,0,0,0,0,0,0,0,1989,0
16108,"ZAMORA",0,1,0,1,0,1,0,1,0,1
16109,"ZINAPARO",0,1,0,1,0,1,0,1,0,1
16110,"ZINAPECUARO",0,1,0,1,0,1,0,1,0,1
16010,"ARTEAGA",3,0,0.666666666666667,0,0,0,0.333333333333333,0,1974.33333333333,0
16011,"BRISENAS",0,1,0,1,0,1,0,1,0,1
16098,"TUXPAN",0,1,0,1,0,1,0,1,0,1
16031,"EPITACIO HUERTA",1,0,0,0,0,0,0,0,1990,0
16032,"ERONGARICUARO",0,1,0,1,0,1,0,1,0,1
16077,"SAN LUCAS",0,1,0,1,0,1,0,1,0,1
16099,"TUZANTLA",0,1,0,1,0,1,0,1,0,1
16001,"ACUITZIO",0,1,0,1,0,1,0,1,0,1
16043,"JACONA",0,1,0,1,0,1,0,1,0,1
16044,"JIMENEZ",2,0,0.166666666666667,0,0,0,0.166666666666667,0,2001.33333333333,0
16045,"JIQUILPAN",0,1,0,1,0,1,0,1,0,1
16012,"BUENAVISTA",0,1,0,1,0,1,0,1,0,1
16013,"CARACUARO",0,1,0,1,0,1,0,1,0,1
16021,"CHARAPAN",0,1,0,1,0,1,0,1,0,1
16020,"CUITZEO",0,1,0,1,0,1,0,1,0,1
16019,"COTIJA",0,1,0,1,0,1,0,1,0,1
16018,"COPANDARO",1,0,0,0,0,0,0,0,1987,0
16087,"TARETAN",0,1,0,1,0,1,0,1,0,1
16086,"TANHUATO",0,1,0,1,0,1,0,1,0,1
16072,"QUERENDARO",0,1,0,1,0,1,0,1,0,1
16067,"PENJAMILLO",0,1,0,1,0,1,0,1,0,1
16022,"CHARO",0,1,0,1,0,1,0,1,0,1
16079,"SALVADOR ESCALANTE",0,1,0,1,0,1,0,1,0,1
16078,"SANTA ANA MAYA",0,1,0,1,0,1,0,1,0,1
16075,"LOS REYES",0,1,0,1,0,1,0,1,0,1
16076,"SAHUAYO",0,1,0,1,0,1,0,1,0,1
16033,"GABRIEL ZAMORA",0,1,0,1,0,1,0,1,0,1
16035,"LA HUACANA",0,1,0,1,0,1,0,1,0,1
16036,"HUANDACAREO",0,1,0,1,0,1,0,1,0,1
16037,"HUANIQUEO",0,1,0,1,0,1,0,1,0,1
16038,"HUETAMO",0,1,0,1,0,1,0,1,0,1
16039,"HUIRAMBA",0,1,0,1,0,1,0,1,0,1
16040,"INDAPARAPEO",0,1,0,1,0,1,0,1,0,1
16041,"IRIMBO",0,1,0,1,0,1,0,1,0,1
16042,"IXTLAN",0,1,0,1,0,1,0,1,0,1
16049,"MADERO",0,1,0,1,0,1,0,1,0,1
16050,"MARAVATIO",1,0,0,0,0,0,0,0,2005,0
16051,"MARCOS CASTELLANOS",0,1,0,1,0,1,0,1,0,1
16052,"LAZARO CARDENAS",2,0,0.5,0,0,0,0,0,1993,0
16053,"MORELIA",5,0,0,0,0.2,0,0.4,0,1991.6,0
16014,"COAHUAYANA",0,1,0,1,0,1,0,1,0,1
16015,"COALCOMAN DE VAZQUEZ PALLARES",0,1,0,1,0,1,0,1,0,1
16016,"COENEO",0,1,0,1,0,1,0,1,0,1
16017,"CONTEPEC",0,1,0,1,0,1,0,1,0,1
16083,"TANCITARO",0,1,0,1,0,1,0,1,0,1
16082,"TACAMBARO",0,1,0,1,0,1,0,1,0,1
16081,"SUSUPUATO",0,1,0,1,0,1,0,1,0,1
16056,"NAHUATZEN",0,1,0,1,0,1,0,1,0,1
16080,"SENGUIO",0,1,0,1,0,1,0,1,0,1
16057,"NOCUPETARO",0,1,0,1,0,1,0,1,0,1
16034,"HIDALGO",1,0,0,0,0,0,1,0,1980,0
16058,"NUEVO PARANGARICUTIRO",0,1,0,1,0,1,0,1,0,1
16059,"NUEVO URECHO",0,1,0,1,0,1,0,1,0,1
16060,"NUMARAN",0,1,0,1,0,1,0,1,0,1
16062,"PAJACUARAN",0,1,0,1,0,1,0,1,0,1
16063,"PANINDICUARO",0,1,0,1,0,1,0,1,0,1
16064,"PARACUARO",0,1,0,1,0,1,0,1,0,1
16105,"VISTA HERMOSA",0,1,0,1,0,1,0,1,0,1
16065,"PARACHO",0,1,0,1,0,1,0,1,0,1
16089,"TEPALCATEPEC",0,1,0,1,0,1,0,1,0,1
16061,"OCAMPO",2,0,0.5,0,0.5,0,1,0,1984.5,0
16055,"MUGICA",0,1,0,1,0,1,0,1,0,1
16054,"MORELOS",1,0,1,0,0,0,1,0,1982,0
16030,"ECUANDUREO",0,1,0,1,0,1,0,1,0,1
16029,"CHURUMUCO",0,1,0,1,0,1,0,1,0,1
16028,"CHURINTZIO",0,1,0,1,0,1,0,1,0,1
16027,"CHUCANDIRO",0,1,0,1,0,1,0,1,0,1
16026,"CHINICUILA",0,1,0,1,0,1,0,1,0,1
16025,"CHILCHOTA",0,1,0,1,0,1,0,1,0,1
16024,"CHERAN",0,1,0,1,0,1,0,1,0,1
16023,"CHAVINDA",0,1,0,1,0,1,0,1,0,1
16066,"PATZCUARO",0,1,0,1,0,1,0,1,0,1
16068,"PERIBAN",0,1,0,1,0,1,0,1,0,1
16069,"LA PIEDAD",1,0,0,0,0,0,0,0,1990,0
16070,"PUREPERO",0,1,0,1,0,1,0,1,0,1
16071,"PURUANDIRO",0,1,0,1,0,1,0,1,0,1
16073,"QUIROGA",0,1,0,1,0,1,0,1,0,1
16091,"TINGUINDIN",0,1,0,1,0,1,0,1,0,1
16113,"JOSE SIXTO VERDUZCO",1,0,0,0,0,0,0,0,1990,0
16112,"ZITACUARO",0,1,0,1,0,1,0,1,0,1
16085,"TANGANCICUARO",1,0,0,0,0,0,0,0,1986,0
16088,"TARIMBARO",1,0,0,0,0,0,1,0,1986,0
16092,"TIQUICHEO DE NICOLAS ROMERO",0,1,0,1,0,1,0,1,0,1
16093,"TLALPUJAHUA",0,1,0,1,0,1,0,1,0,1
16111,"ZIRACUARETIRO",0,1,0,1,0,1,0,1,0,1
16101,"TZITZIO",0,1,0,1,0,1,0,1,0,1
16100,"TZINTZUNTZAN",0,1,0,1,0,1,0,1,0,1
16095,"TOCUMBO",0,1,0,1,0,1,0,1,0,1
16084,"TANGAMANDAPIO",0,1,0,1,0,1,0,1,0,1
16102,"URUAPAN",0,1,0,1,0,1,0,1,0,1
16103,"VENUSTIANO CARRANZA",1,0,0,0,0,0,0,0,2006,0
16104,"VILLAMAR",0,1,0,1,0,1,0,1,0,1
16094,"TLAZAZALCA",0,1,0,1,0,1,0,1,0,1
16047,"JUNGAPEO",0,1,0,1,0,1,0,1,0,1
16046,"JUAREZ",25,0,0.553480475382003,0,0.234295415959253,0,0.559422750424448,0,1990.97028862479,0
16048,"LAGUNILLAS",0,1,0,1,0,1,0,1,0,1
17002,"ATLATLAHUCAN",0,1,0,1,0,1,0,1,0,1
17006,"CUAUTLA",0,1,0,1,0,1,0,1,0,1
17028,"XOCHITEPEC",0,1,0,1,0,1,0,1,0,1
17022,"TETELA DEL VOLCAN",0,1,0,1,0,1,0,1,0,1
17009,"HUITZILAC",0,1,0,1,0,1,0,1,0,1
17016,"OCUITUCO",0,1,0,1,0,1,0,1,0,1
17008,"EMILIANO ZAPATA",1,0,0.5,0,0,0,0.5,0,1985.5,0
17003,"AXOCHIAPAN",0,1,0,1,0,1,0,1,0,1
17036,"HUEYAPAN",0,1,0,1,0,1,0,1,0,1
17035,"XOXOCOTLA",0,1,0,1,0,1,0,1,0,1
17025,"TLAQUILTENANGO",0,1,0,1,0,1,0,1,0,1
17001,"AMACUZAC",0,1,0,1,0,1,0,1,0,1
17020,"TEPOZTLAN",0,1,0,1,0,1,0,1,0,1
17034,"COATETELCO",0,1,0,1,0,1,0,1,0,1
17027,"TOTOLAPAN",0,1,0,1,0,1,0,1,0,1
17030,"YECAPIXTLA",0,1,0,1,0,1,0,1,0,1
17026,"TLAYACAPAN",0,1,0,1,0,1,0,1,0,1
17031,"ZACATEPEC",0,1,0,1,0,1,0,1,0,1
17021,"TETECALA",0,1,0,1,0,1,0,1,0,1
17019,"TEPALCINGO",0,1,0,1,0,1,0,1,0,1
17023,"TLALNEPANTLA",0,1,0,1,0,1,0,1,0,1
17017,"PUENTE DE IXTLA",0,1,0,1,0,1,0,1,0,1
17015,"MIACATLAN",0,1,0,1,0,1,0,1,0,1
17013,"JONACATEPEC DE LEANDRO VALLE",0,1,0,1,0,1,0,1,0,1
17011,"JIUTEPEC",0,1,0,1,0,1,0,1,0,1
17010,"JANTETELCO",0,1,0,1,0,1,0,1,0,1
17018,"TEMIXCO",0,1,0,1,0,1,0,1,0,1
17029,"YAUTEPEC",0,1,0,1,0,1,0,1,0,1
17012,"JOJUTLA",0,1,0,1,0,1,0,1,0,1
17024,"TLALTIZAPAN DE ZAPATA",0,1,0,1,0,1,0,1,0,1
17007,"CUERNAVACA",0,1,0,1,0,1,0,1,0,1
17005,"COATLAN DEL RIO",0,1,0,1,0,1,0,1,0,1
17004,"AYALA",0,1,0,1,0,1,0,1,0,1
17014,"MAZATEPEC",0,1,0,1,0,1,0,1,0,1
17032,"ZACUALPAN DE AMILPAS",0,1,0,1,0,1,0,1,0,1
17033,"TEMOAC",0,1,0,1,0,1,0,1,0,1
18001,"ACAPONETA",0,1,0,1,0,1,0,1,0,1
18009,"DEL NAYAR",0,1,0,1,0,1,0,1,0,1
18010,"ROSAMORADA",0,1,0,1,0,1,0,1,0,1
18011,"RUIZ",0,1,0,1,0,1,0,1,0,1
18017,"TEPIC",0,1,0,1,0,1,0,1,0,1
18018,"TUXPAN",0,1,0,1,0,1,0,1,0,1
18019,"LA YESCA",0,1,0,1,0,1,0,1,0,1
18004,"COMPOSTELA",0,1,0,1,0,1,0,1,0,1
18013,"SAN PEDRO LAGUNILLAS",0,1,0,1,0,1,0,1,0,1
18008,"XALISCO",0,1,0,1,0,1,0,1,0,1
18005,"HUAJICORI",0,1,0,1,0,1,0,1,0,1
18006,"IXTLAN DEL RIO",0,1,0,1,0,1,0,1,0,1
18007,"JALA",0,1,0,1,0,1,0,1,0,1
18014,"SANTA MARIA DEL ORO",0,1,0,1,0,1,0,1,0,1
18015,"SANTIAGO IXCUINTLA",0,1,0,1,0,1,0,1,0,1
18016,"TECUALA",0,1,0,1,0,1,0,1,0,1
18003,"AMATLAN DE CANAS",0,1,0,1,0,1,0,1,0,1
18012,"SAN BLAS",0,1,0,1,0,1,0,1,0,1
18020,"BAHIA DE BANDERAS",0,1,0,1,0,1,0,1,0,1
18002,"AHUACATLAN",0,1,0,1,0,1,0,1,0,1
19029,"HUALAHUISES",0,1,0,1,0,1,0,1,0,1
19048,"SANTA CATARINA",0,1,0,1,0,1,0,1,0,1
19044,"SABINAS HIDALGO",0,1,0,1,0,1,0,1,0,1
19042,"LOS RAMONES",0,1,0,1,0,1,0,1,0,1
19023,"GENERAL TREVINO",0,1,0,1,0,1,0,1,0,1
19022,"GENERAL TERAN",0,1,0,1,0,1,0,1,0,1
19047,"HIDALGO",1,0,0,0,0,0,1,0,1980,0
19049,"SANTIAGO",0,1,0,1,0,1,0,1,0,1
19009,"CADEREYTA JIMENEZ",0,1,0,1,0,1,0,1,0,1
19032,"LAMPAZOS DE NARANJO",0,1,0,1,0,1,0,1,0,1
19031,"JUAREZ",25,0,0.553480475382003,0,0.234295415959253,0,0.559422750424448,0,1990.97028862479,0
19027,"LOS HERRERAS",0,1,0,1,0,1,0,1,0,1
19020,"GENERAL BRAVO",0,1,0,1,0,1,0,1,0,1
19041,"PESQUERIA",0,1,0,1,0,1,0,1,0,1
19040,"PARAS",0,1,0,1,0,1,0,1,0,1
19039,"MONTERREY",0,1,0,1,0,1,0,1,0,1
19046,"SAN NICOLAS DE LOS GARZA",0,1,0,1,0,1,0,1,0,1
19019,"SAN PEDRO GARZA GARCIA",0,1,0,1,0,1,0,1,0,1
19037,"MINA",0,1,0,1,0,1,0,1,0,1
19010,"EL CARMEN",0,1,0,1,0,1,0,1,0,1
19021,"GENERAL ESCOBEDO",0,1,0,1,0,1,0,1,0,1
19012,"CIENEGA DE FLORES",0,1,0,1,0,1,0,1,0,1
19002,"AGUALEGUAS",0,1,0,1,0,1,0,1,0,1
19005,"ANAHUAC",0,1,0,1,0,1,0,1,0,1
19024,"GENERAL ZARAGOZA",0,1,0,1,0,1,0,1,0,1
19026,"GUADALUPE",3,0,0.0555555555555556,0,0.333333333333333,0,0.611111111111111,0,1987.66666666667,0
19003,"LOS ALDAMAS",0,1,0,1,0,1,0,1,0,1
19004,"ALLENDE",0,1,0,1,0,1,0,1,0,1
19025,"GENERAL ZUAZUA",0,1,0,1,0,1,0,1,0,1
19015,"DOCTOR COSS",0,1,0,1,0,1,0,1,0,1
19007,"ARAMBERRI",0,1,0,1,0,1,0,1,0,1
19018,"GARCIA",0,1,0,1,0,1,0,1,0,1
19051,"VILLALDAMA",0,1,0,1,0,1,0,1,0,1
19006,"APODACA",0,1,0,1,0,1,0,1,0,1
19011,"CERRALVO",0,1,0,1,0,1,0,1,0,1
19001,"ABASOLO",5,0,0.4,0,0.4,0,0.6,0,1981.4,0
19017,"GALEANA",1,0,0,0,0,0,1,0,1968,0
19016,"DOCTOR GONZALEZ",0,1,0,1,0,1,0,1,0,1
19050,"VALLECILLO",0,1,0,1,0,1,0,1,0,1
19034,"MARIN",0,1,0,1,0,1,0,1,0,1
19035,"MELCHOR OCAMPO",2,0,0,0,0,0,0.5,0,1990,0
19028,"HIGUERAS",0,1,0,1,0,1,0,1,0,1
19033,"LINARES",0,1,0,1,0,1,0,1,0,1
19036,"MIER Y NORIEGA",0,1,0,1,0,1,0,1,0,1
19043,"RAYONES",0,1,0,1,0,1,0,1,0,1
19014,"DOCTOR ARROYO",0,1,0,1,0,1,0,1,0,1
19038,"MONTEMORELOS",0,1,0,1,0,1,0,1,0,1
19008,"BUSTAMANTE",0,1,0,1,0,1,0,1,0,1
19013,"CHINA",0,1,0,1,0,1,0,1,0,1
19045,"SALINAS VICTORIA",0,1,0,1,0,1,0,1,0,1
19030,"ITURBIDE",0,1,0,1,0,1,0,1,0,1
20125,"SAN CARLOS YAUTEPEC",0,1,0,1,0,1,0,1,0,1
20481,"SANTIAGO NUYOO",0,1,0,1,0,1,0,1,0,1
20517,"SANTO DOMINGO TEPUXTEPEC",0,1,0,1,0,1,0,1,0,1
20524,"SANTO DOMINGO YODOHINO",0,1,0,1,0,1,0,1,0,1
20378,"SANTA CRUZ MIXTEPEC",0,1,0,1,0,1,0,1,0,1
20054,"MAGDALENA ZAHUATLAN",0,1,0,1,0,1,0,1,0,1
20542,"TANICHE",0,1,0,1,0,1,0,1,0,1
20237,"SAN MARCOS ARTEAGA",0,1,0,1,0,1,0,1,0,1
20489,"SANTIAGO TETEPEC",0,1,0,1,0,1,0,1,0,1
20544,"TEOCOCUILCO DE MARCOS PEREZ",0,1,0,1,0,1,0,1,0,1
20490,"SANTIAGO TEXCALCINGO",0,1,0,1,0,1,0,1,0,1
20333,"SAN PEDRO TOTOLAPAM",0,1,0,1,0,1,0,1,0,1
20334,"VILLA DE TUTUTEPEC",0,1,0,1,0,1,0,1,0,1
20562,"MAGDALENA YODOCONO DE PORFIRIO DIAZ",0,1,0,1,0,1,0,1,0,1
20133,"SAN ESTEBAN ATATLAHUCA",0,1,0,1,0,1,0,1,0,1
20134,"SAN FELIPE JALAPA DE DIAZ",0,1,0,1,0,1,0,1,0,1
20138,"SAN FRANCISCO CAJONOS",0,1,0,1,0,1,0,1,0,1
20149,"SAN FRANCISCO SOLA",0,1,0,1,0,1,0,1,0,1
20161,"SAN JERONIMO SOSOLA",0,1,0,1,0,1,0,1,0,1
20159,"SAN JERONIMO COATLAN",0,1,0,1,0,1,0,1,0,1
20437,"SANTA MARIA TLAHUITOLTEPEC",0,1,0,1,0,1,0,1,0,1
20441,"SANTA MARIA XADANI",0,1,0,1,0,1,0,1,0,1
20446,"SANTA MARIA YUCUHITI",0,1,0,1,0,1,0,1,0,1
20447,"SANTA MARIA ZACATEPEC",0,1,0,1,0,1,0,1,0,1
20469,"SANTIAGO JUXTLAHUACA",0,1,0,1,0,1,0,1,0,1
20511,"SANTO DOMINGO NUXAA",0,1,0,1,0,1,0,1,0,1
20513,"SANTO DOMINGO PETAPA",0,1,0,1,0,1,0,1,0,1
20278,"SAN MIGUEL SOYALTEPEC",0,1,0,1,0,1,0,1,0,1
20457,"SANTIAGO CAMOTLAN",0,1,0,1,0,1,0,1,0,1
20163,"SAN JERONIMO TECOATL",0,1,0,1,0,1,0,1,0,1
20166,"SAN JOSE CHILTEPEC",0,1,0,1,0,1,0,1,0,1
20506,"SANTO DOMINGO ALBARRADAS",0,1,0,1,0,1,0,1,0,1
20482,"SANTIAGO PINOTEPA NACIONAL",0,1,0,1,0,1,0,1,0,1
20508,"SANTO DOMINGO CHIHUITAN",0,1,0,1,0,1,0,1,0,1
20205,"SAN JUAN LALANA",0,1,0,1,0,1,0,1,0,1
20271,"SAN MIGUEL MIXTEPEC",0,1,0,1,0,1,0,1,0,1
20329,"SAN PEDRO TEOZACOALCO",0,1,0,1,0,1,0,1,0,1
20330,"SAN PEDRO TEUTILA",0,1,0,1,0,1,0,1,0,1
20246,"SAN MATEO CAJONOS",0,1,0,1,0,1,0,1,0,1
20277,"VILLA SOLA DE VEGA",0,1,0,1,0,1,0,1,0,1
20545,"TEOTITLAN DE FLORES MAGON",0,1,0,1,0,1,0,1,0,1
20546,"TEOTITLAN DEL VALLE",0,1,0,1,0,1,0,1,0,1
20547,"TEOTONGO",0,1,0,1,0,1,0,1,0,1
20170,"SAN JOSE LACHIGUIRI",0,1,0,1,0,1,0,1,0,1
20230,"SAN LORENZO VICTORIA",0,1,0,1,0,1,0,1,0,1
20168,"SAN JOSE ESTANCIA GRANDE",0,1,0,1,0,1,0,1,0,1
20184,"SAN JUAN BAUTISTA TUXTEPEC",0,1,0,1,0,1,0,1,0,1
20185,"SAN JUAN CACAHUATEPEC",0,1,0,1,0,1,0,1,0,1
20404,"SANTA MARIA CHACHOAPAM",0,1,0,1,0,1,0,1,0,1
20407,"SANTA MARIA CHIMALAPA",0,1,0,1,0,1,0,1,0,1
20186,"SAN JUAN CIENEGUILLA",0,1,0,1,0,1,0,1,0,1
20214,"SAN JUAN QUIOTEPEC",0,1,0,1,0,1,0,1,0,1
20220,"SAN JUAN TEPEUXILA",0,1,0,1,0,1,0,1,0,1
20227,"SAN LORENZO CACAOTEPEC",0,1,0,1,0,1,0,1,0,1
20261,"SAN MIGUEL AMATITLAN",0,1,0,1,0,1,0,1,0,1
20552,"TLACOTEPEC PLUMAS",0,1,0,1,0,1,0,1,0,1
20262,"SAN MIGUEL AMATLAN",0,1,0,1,0,1,0,1,0,1
20266,"SAN MIGUEL DEL PUERTO",0,1,0,1,0,1,0,1,0,1
20550,"SAN JERONIMO TLACOCHAHUAYA",0,1,0,1,0,1,0,1,0,1
20253,"SAN MATEO PINAS",0,1,0,1,0,1,0,1,0,1
20254,"SAN MATEO RIO HONDO",0,1,0,1,0,1,0,1,0,1
20272,"SAN MIGUEL PANIXTLAHUACA",0,1,0,1,0,1,0,1,0,1
20273,"SAN MIGUEL PERAS",0,1,0,1,0,1,0,1,0,1
20275,"SAN MIGUEL QUETZALTEPEC",0,1,0,1,0,1,0,1,0,1
20551,"TLACOLULA DE MATAMOROS",0,1,0,1,0,1,0,1,0,1
20357,"SANTA ANA TAVELA",0,1,0,1,0,1,0,1,0,1
20502,"SANTIAGO ZACATEPEC",0,1,0,1,0,1,0,1,0,1
20553,"TLALIXTAC DE CABRERA",0,1,0,1,0,1,0,1,0,1
20265,"SAN MIGUEL CHIMALAPA",0,1,0,1,0,1,0,1,0,1
20493,"SANTIAGO TILLO",0,1,0,1,0,1,0,1,0,1
20318,"SAN PEDRO MIXTEPEC",0,1,0,1,0,1,0,1,0,1
20327,"SAN PEDRO TAPANATEPEC",0,1,0,1,0,1,0,1,0,1
20554,"TOTONTEPEC VILLA DE MORELOS",0,1,0,1,0,1,0,1,0,1
20555,"TRINIDAD ZAACHILA",0,1,0,1,0,1,0,1,0,1
20556,"LA TRINIDAD VISTA HERMOSA",0,1,0,1,0,1,0,1,0,1
20018,"CONCEPCION BUENAVISTA",0,1,0,1,0,1,0,1,0,1
20036,"GUEVEA DE HUMBOLDT",0,1,0,1,0,1,0,1,0,1
20338,"VILLA DE ETLA",0,1,0,1,0,1,0,1,0,1
20344,"SAN SEBASTIAN COATLAN",0,1,0,1,0,1,0,1,0,1
20366,"SANTA CATARINA LOXICHA",0,1,0,1,0,1,0,1,0,1
