"CVEGEO","NOMGEO","n_federal_offices","no_n_federal_offices"
21089,"JOPALA",12,0
21041,"CUAUTLANCINGO",10,0
21040,"CUAUTINCHAN",1,0
21039,"CUAUTEMPAN",6,0
21038,"CUAPIAXTLA DE MADERO",4,0
21112,"PETLALCINGO",6,0
21009,"AHUEHUETITLA",1,0
21076,"HUEYTAMALCO",14,0
21183,"TLAOLA",16,0
21071,"HUAUCHINANGO",66,0
21070,"HUATLATLAUCA",4,0
21111,"PANTEPEC",4,0
21111,"PANTEPEC",7,0
22002,"PINAL DE AMOLES",39,0
22010,"LANDA DE MATAMOROS",6,0
22006,"CORREGIDORA",16,0
22003,"ARROYO SECO",14,0
22011,"EL MARQUES",38,0
22012,"PEDRO ESCOBEDO",16,0
22015,"SAN JOAQUIN",2,0
22016,"SAN JUAN DEL RIO",8,0
22016,"SAN JUAN DEL RIO",1,0
22016,"SAN JUAN DEL RIO",71,0
22017,"TEQUISQUIAPAN",14,0
22018,"TOLIMAN",4,0
22018,"TOLIMAN",6,0
22007,"EZEQUIEL MONTES",2,0
22001,"AMEALCO DE BONFIL",60,0
22014,"QUERETARO",121,0
22005,"COLON",11,0
22004,"CADEREYTA DE MONTES",8,0
22013,"PENAMILLER",43,0
22008,"HUIMILPAN",28,0
22009,"JALPAN DE SERRA",44,0
23001,"COZUMEL",42,0
23003,"ISLA MUJERES",28,0
23002,"FELIPE CARRILLO PUERTO",98,0
23005,"BENITO JUAREZ",279,0
23005,"BENITO JUAREZ",9,0
23005,"BENITO JUAREZ",160,0
23005,"BENITO JUAREZ",329,0
23005,"BENITO JUAREZ",1,0
23005,"BENITO JUAREZ",29,0
23005,"BENITO JUAREZ",12,0
23004,"OTHON P. BLANCO",256,0
23011,"PUERTO MORELOS",8,0
23008,"SOLIDARIDAD",35,0
23010,"BACALAR",36,0
23007,"LAZARO CARDENAS",487,0
23007,"LAZARO CARDENAS",54,0
23007,"LAZARO CARDENAS",2,0
23006,"JOSE MARIA MORELOS",77,0
23009,"TULUM",28,0
24050,"VILLA DE REYES",33,0
24052,"VILLA JUAREZ",6,0
24053,"AXTLA DE TERRAZAS",21,0
24054,"XILITLA",38,0
24055,"ZARAGOZA",15,0
24055,"ZARAGOZA",6,0
24055,"ZARAGOZA",15,0
24055,"ZARAGOZA",3,0
24048,"VILLA DE LA PAZ",2,0
24015,"CHARCAS",21,0
24013,"CIUDAD VALLES",53,0
24009,"CERRO DE SAN PEDRO",1,0
24043,"TIERRA NUEVA",7,0
24042,"TANQUIAN DE ESCOBEDO",3,0
24012,"TANCANHUITZ",10,0
24011,"CIUDAD FERNANDEZ",14,0
24010,"CIUDAD DEL MAIZ",15,0
24008,"CERRITOS",13,0
24007,"CEDRAL",13,0
24035,"SOLEDAD DE GRACIANO SANCHEZ",23,0
24041,"TANLAJAS",5,0
24040,"TAMUIN",43,0
24039,"TAMPAMOLON CORONA",7,0
24038,"TAMPACAN",16,0
24037,"TAMAZUNCHALE",40,0
24036,"TAMASOPO",24,0
24006,"CATORCE",14,0
24028,"SAN LUIS POTOSI",152,0
24031,"SANTA CATARINA",12,0
24031,"SANTA CATARINA",5,0
24030,"SAN NICOLAS TOLENTINO",4,0
24029,"SAN MARTIN CHALCHICUAUTLA",12,0
24026,"SAN ANTONIO",4,0
24005,"CARDENAS",21,0
24005,"CARDENAS",218,0
24024,"RIOVERDE",33,0
24023,"RAYON",2,0
24023,"RAYON",3,0
24023,"RAYON",15,0
24023,"RAYON",2,0
24022,"MOCTEZUMA",6,0
24022,"MOCTEZUMA",5,0
24021,"MEXQUITIC DE CARMONA",21,0
24017,"GUADALCAZAR",14,0
24016,"EBANO",29,0
24014,"COXCATLAN",15,0
24014,"COXCATLAN",11,0
24033,"SANTO DOMINGO",10,0
24001,"AHUALULCO DEL SONIDO 13",0,1
24057,"MATLAPA",9,0
24051,"VILLA HIDALGO",7,0
24051,"VILLA HIDALGO",1,0
24051,"VILLA HIDALGO",16,0
24051,"VILLA HIDALGO",11,0
24051,"VILLA HIDALGO",6,0
24058,"EL NARANJO",4,0
24032,"SANTA MARIA DEL RIO",27,0
24027,"SAN CIRO DE ACOSTA",6,0
24025,"SALINAS",21,0
24056,"VILLA DE ARISTA",5,0
24047,"VILLA DE GUADALUPE",10,0
24059,"VILLA DE POZOS",3,0
24034,"SAN VICENTE TANCUAYALAB",4,0
24002,"ALAQUINES",11,0
24003,"AQUISMON",15,0
24004,"ARMADILLO DE LOS INFANTE",5,0
24046,"VILLA DE ARRIAGA",20,0
24018,"HUEHUETLAN",7,0
24019,"LAGUNILLAS",3,0
24019,"LAGUNILLAS",6,0
24020,"MATEHUALA",34,0
24044,"VANEGAS",12,0
24045,"VENADO",8,0
24049,"VILLA DE RAMOS",9,0
25010,"EL FUERTE",108,0
25008,"ELOTA",30,0
25016,"SAN IGNACIO",22,0
25018,"NAVOLATO",91,0
25003,"BADIRAGUATO",32,0
25014,"ROSARIO",17,0
25014,"ROSARIO",51,0
25014,"ROSARIO",4,0
25001,"AHOME",273,0
25002,"ANGOSTURA",276,0
25020,"JUAN JOSE RIOS",0,1
25019,"ELDORADO",0,1
25009,"ESCUINAPA",66,0
25004,"CONCORDIA",22,0
25005,"COSALA",10,0
25012,"MAZATLAN",199,0
25007,"CHOIX",38,0
25013,"MOCORITO",77,0
25015,"SALVADOR ALVARADO",169,0
25006,"CULIACAN",281,0
25017,"SINALOA",53,0
25011,"GUASAVE",281,0
26066,"URES",6,0
26038,"MOCTEZUMA",6,0
26038,"MOCTEZUMA",5,0
26033,"HUATABAMPO",275,0
26056,"SAN MIGUEL DE HORCASITAS",4,0
26031,"HUACHINERA",2,0
26032,"HUASABAS",2,0
26070,"GENERAL PLUTARCO ELIAS CALLES",13,0
26064,"TRINCHERAS",8,0
26062,"SUAQUI GRANDE",1,0
26052,"SAHUARIPA",8,0
26051,"ROSARIO",17,0
26051,"ROSARIO",51,0
26051,"ROSARIO",4,0
26037,"MAZATAN",46,0
26037,"MAZATAN",3,0
26021,"LA COLORADA",4,0
26041,"NACOZARI DE GARCIA",10,0
26043,"NOGALES",52,0
26043,"NOGALES",24,0
26034,"HUEPAC",1,0
26016,"BENJAMIN HILL",9,0
26014,"BAVIACORA",6,0
26015,"BAVISPE",2,0
26069,"YECORA",8,0
26009,"BACANORA",3,0
26029,"GUAYMAS",234,0
26002,"AGUA PRIETA",27,0
26057,"SAN PEDRO DE LA CUEVA",1,0
26055,"SAN LUIS RIO COLORADO",92,0
26024,"DIVISADEROS",73,0
26023,"CUMPAS",6,0
26001,"ACONCHI",12,0
26003,"ALAMOS",34,0
26030,"HERMOSILLO",241,0
26022,"CUCURPE",3,0
26025,"EMPALME",30,0
26027,"FRONTERAS",14,0
26005,"ARIVECHI",4,0
26006,"ARIZPE",5,0
26035,"IMURIS",15,0
26068,"VILLA PESQUEIRA",2,0
26046,"OQUITOA",1,0
26026,"ETCHOJOA",556,0
26049,"QUIRIEGO",5,0
26071,"BENITO JUAREZ",279,0
26071,"BENITO JUAREZ",9,0
26071,"BENITO JUAREZ",160,0
26071,"BENITO JUAREZ",329,0
26071,"BENITO JUAREZ",1,0
26071,"BENITO JUAREZ",29,0
26071,"BENITO JUAREZ",12,0
26004,"ALTAR",15,0
26063,"TEPACHE",1,0
26028,"GRANADOS",1,0
26048,"PUERTO PENASCO",41,0
26017,"CABORCA",30,0
26012,"BACUM",386,0
26044,"ONAVAS",2,0
26036,"MAGDALENA",18,0
26036,"MAGDALENA",11,0
26036,"MAGDALENA",1,0
26013,"BANAMICHI",1,0
26010,"BACERAC",1,0
26050,"RAYON",2,0
26050,"RAYON",3,0
26050,"RAYON",15,0
26050,"RAYON",2,0
26072,"SAN IGNACIO RIO MUERTO",276,0
26061,"SOYOPA",7,0
26011,"BACOACHI",2,0
26018,"CAJEME",1008,0
26047,"PITIQUITO",17,0
26019,"CANANEA",23,0
26020,"CARBO",5,0
26053,"SAN FELIPE DE JESUS",2,0
26042,"NAVOJOA",228,0
26008,"BACADEHUACHI",3,0
26060,"SARIC",2,0
26039,"NACO",8,0
26059,"SANTA CRUZ",11,0
26040,"NACORI CHICO",4,0
26067,"VILLA HIDALGO",7,0
26067,"VILLA HIDALGO",1,0
26067,"VILLA HIDALGO",16,0
26067,"VILLA HIDALGO",11,0
26067,"VILLA HIDALGO",6,0
26065,"TUBUTAMA",2,0
26007,"ATIL",7,0
26045,"OPODEPE",4,0
26054,"SAN JAVIER",1,0
26058,"SANTA ANA",1,0
26058,"SANTA ANA",11,0
27006,"CUNDUACAN",300,0
27001,"BALANCAN",60,0
27016,"TEAPA",69,0
27015,"TACOTALPA",55,0
27014,"PARAISO",138,0
27012,"MACUSPANA",137,0
27002,"CARDENAS",21,0
27002,"CARDENAS",218,0
27003,"CENTLA",76,0
27004,"CENTRO",438,0
27005,"COMALCALCO",172,0
27007,"EMILIANO ZAPATA",9,0
27007,"EMILIANO ZAPATA",25,0
27007,"EMILIANO ZAPATA",20,0
27007,"EMILIANO ZAPATA",2,0
27007,"EMILIANO ZAPATA",27,0
27008,"HUIMANGUILLO",264,0
27009,"JALAPA",42,0
27010,"JALPA DE MENDEZ",46,0
27011,"JONUTA",27,0
27013,"NACAJUCA",58,0
27017,"TENOSIQUE",47,0
28003,"ALTAMIRA",100,0
28041,"VICTORIA",13,0
28041,"VICTORIA",98,0
28010,"CRUILLAS",4,0
28024,"MIER",3,0
28015,"GUSTAVO DIAZ ORDAZ",16,0
28025,"MIGUEL ALEMAN",12,0
28040,"VALLE HERMOSO",27,0
28023,"MENDEZ",5,0
28031,"PALMILLAS",3,0
28039,"TULA",18,0
28038,"TAMPICO",154,0
28037,"SOTO LA MARINA",41,0
28007,"CAMARGO",34,0
28007,"CAMARGO",17,0
28005,"BURGOS",5,0
28032,"REYNOSA",238,0
28033,"RIO BRAVO",43,0
28029,"OCAMPO",11,0
28029,"OCAMPO",12,0
28029,"OCAMPO",16,0
28029,"OCAMPO",1,0
28029,"OCAMPO",12,0
28029,"OCAMPO",10,0
28030,"PADILLA",10,0
28034,"SAN CARLOS",14,0
28035,"SAN FERNANDO",11,0
28035,"SAN FERNANDO",52,0
28022,"MATAMOROS",7,0
28022,"MATAMOROS",26,0
28022,"MATAMOROS",146,0
28036,"SAN NICOLAS",2,0
28036,"SAN NICOLAS",1,0
28028,"NUEVO MORELOS",2,0
28021,"EL MANTE",50,0
28011,"GOMEZ FARIAS",8,0
28011,"GOMEZ FARIAS",4,0
28011,"GOMEZ FARIAS",6,0
28012,"GONZALEZ",22,0
28027,"NUEVO LAREDO",85,0
28013,"GUEMEZ",17,0
28004,"ANTIGUO MORELOS",7,0
28006,"BUSTAMANTE",1,0
28006,"BUSTAMANTE",8,0
28016,"HIDALGO",6,0
28016,"HIDALGO",118,0
28016,"HIDALGO",2,0
28016,"HIDALGO",25,0
28019,"LLERA",19,0
28017,"JAUMAVE",15,0
28020,"MAINERO",4,0
28008,"CASAS",8,0
28043,"XICOTENCATL",19,0
28042,"VILLAGRAN",11,0
28042,"VILLAGRAN",13,0
28014,"GUERRERO",70,0
28014,"GUERRERO",2,0
28014,"GUERRERO",14,0
28009,"CIUDAD MADERO",144,0
28026,"MIQUIHUANA",5,0
28001,"ABASOLO",1,0
28001,"ABASOLO",16,0
28001,"ABASOLO",2,0
28001,"ABASOLO",19,0
28002,"ALDAMA",4,0
28002,"ALDAMA",20,0
28002,"ALDAMA",19,0
28018,"JIMENEZ",33,0
28018,"JIMENEZ",10,0
28018,"JIMENEZ",23,0
28018,"JIMENEZ",7,0
29019,"TEPETITLA DE LARDIZABAL",6,0
29045,"BENITO JUAREZ",279,0
29045,"BENITO JUAREZ",9,0
29045,"BENITO JUAREZ",160,0
29045,"BENITO JUAREZ",329,0
29045,"BENITO JUAREZ",1,0
29045,"BENITO JUAREZ",29,0
29045,"BENITO JUAREZ",12,0
29047,"LAZARO CARDENAS",487,0
29047,"LAZARO CARDENAS",54,0
29047,"LAZARO CARDENAS",2,0
29033,"TLAXCALA",49,0
29059,"SANTA CRUZ QUILEHTLA",2,0
29004,"ATLTZAYANCA",5,0
29054,"SAN LORENZO AXOCOMANITLA",1,0
29042,"XICOHTZINCO",2,0
29044,"ZACATELCO",9,0
29053,"SAN JUAN HUACTZINCO",1,0
29008,"CUAPIAXTLA",4,0
29029,"TEPEYANCO",1,0
29046,"EMILIANO ZAPATA",9,0
29046,"EMILIANO ZAPATA",25,0
29046,"EMILIANO ZAPATA",20,0
29046,"EMILIANO ZAPATA",2,0
29046,"EMILIANO ZAPATA",27,0
29025,"SAN PABLO DEL MONTE",7,0
29058,"SANTA CATARINA AYOMETLA",1,0
29014,"HUEYOTLIPAN",16,0
29028,"TEOLOCHOLCO",4,0
29040,"XALTOCAN",4,0
29060,"SANTA ISABEL XILOXOXTLA",1,0
29015,"IXTACUIXTLA DE MARIANO MATAMOROS",16,0
29057,"SANTA APOLONIA TEACALCO",1,0
29056,"SANTA ANA NOPALUCAN",1,0
29051,"SAN JERONIMO ZACUALPAN",1,0
29041,"PAPALOTLA DE XICOHTENCATL",5,0
29038,"TZOMPANTEPEC",10,0
29023,"NATIVITAS",11,0
29020,"SANCTORUM DE LAZARO CARDENAS",5,0
29017,"MAZATECOCHCO DE JOSE MARIA MORELOS",1,0
29022,"ACUAMANALA DE MIGUEL HIDALGO",2,0
29001,"AMAXAC DE GUERRERO",5,0
29006,"CALPULALPAN",17,0
29016,"IXTENCO",1,0
29049,"SAN DAMIAN TEXOLOC",1,0
29043,"YAUHQUEMEHCAN",5,0
29013,"HUAMANTLA",27,0
29002,"APETATITLAN DE ANTONIO CARVAJAL",9,0
29005,"APIZACO",28,0
29018,"CONTLA DE JUAN CUAMATZI",7,0
29003,"ATLANGATEPEC",10,0
29011,"MUNOZ DE DOMINGO ARENAS",6,0
29009,"CUAXOMULCO",4,0
29010,"CHIAUTEMPAN",19,0
29007,"EL CARMEN TEQUEXQUITLA",6,0
29021,"NANACAMILPA DE MARIANO ARISTA",9,0
29012,"ESPANITA",7,0
29031,"TETLA DE LA SOLIDARIDAD",8,0
29032,"TETLATLAHUCA",6,0
29034,"TLAXCO",4,0
29034,"TLAXCO",23,0
29035,"TOCATLAN",5,0
29030,"TERRENATE",6,0
29026,"SANTA CRUZ TLAXCALA",10,0
29050,"SAN FRANCISCO TETLANOHCAN",3,0
29052,"SAN JOSE TEACALCO",2,0
29027,"TENANCINGO",19,0
29027,"TENANCINGO",3,0
29055,"SAN LUCAS TECOPILCO",1,0
29024,"PANOTLA",11,0
29037,"ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS",2,0
29048,"LA MAGDALENA TLALTELULCO",1,0
29039,"XALOZTOC",8,0
29036,"TOTOLAC",2,0
30162,"TENAMPA",1,0
30169,"JOSE AZUETA",15,0
30185,"TLILAPAN",3,0
30187,"TONAYAN",2,0
30188,"TOTUTLA",5,0
30189,"TUXPAN",14,0
30189,"TUXPAN",18,0
30189,"TUXPAN",18,0
30189,"TUXPAN",126,0
30190,"TUXTILLA",4,0
30078,"IXCATEPEC",31,0
30191,"URSULO GALVAN",16,0
30079,"IXHUACAN DE LOS REYES",5,0
30192,"VEGA DE ALATORRE",11,0
30194,"VILLA ALDAMA",7,0
30031,"CARRILLO PUERTO",10,0
30195,"XOXOCOTLA",4,0
30195,"XOXOCOTLA",3,0
30199,"ZARAGOZA",15,0
30199,"ZARAGOZA",6,0
30199,"ZARAGOZA",15,0
30199,"ZARAGOZA",3,0
30206,"NANCHITAL DE LAZARO CARDENAS DEL RIO",14,0
30210,"UXPANAPA",10,0
30211,"SAN RAFAEL",5,0
30212,"SANTIAGO SOCHIAPAN",4,0
30103,"MECATLAN",3,0
30141,"SAN ANDRES TUXTLA",67,0
30140,"SAN ANDRES TENEJAPAN",2,0
30138,"RIO BLANCO",8,0
30136,"RAFAEL LUCIO",4,0
30131,"POZA RICA DE HIDALGO",221,0
30116,"OLUTA",5,0
30109,"MISANTLA",26,0
30107,"LAS MINAS",2,0
30203,"ZOZOCOLCO DE HIDALGO",4,0
30205,"EL HIGO",9,0
30071,"HUATUSCO",18,0
30069,"GUTIERREZ ZAMORA",17,0
30098,"MAGDALENA",18,0
30098,"MAGDALENA",11,0
30098,"MAGDALENA",1,0
30075,"IGNACIO DE LA LLAVE",13,0
30074,"HUILOAPAN DE CUAUHTEMOC",4,0
30073,"HUEYAPAN DE OCAMPO",18,0
30072,"HUAYACOCOTLA",24,0
30149,"SOTEAPAN",24,0
30150,"TAMALIN",9,0
30148,"SOLEDAD DE DOBLADO",11,0
30147,"SOLEDAD ATZOMPA",8,0
30146,"SOCHIAPA",1,0
30145,"SOCONUSCO",4,0
30004,"ACTOPAN",22,0
30004,"ACTOPAN",38,0
30070,"HIDALGOTITLAN",10,0
30068,"FORTIN",11,0
30067,"FILOMENO MATA",3,0
30066,"ESPINAL",12,0
30065,"EMILIANO ZAPATA",9,0
30065,"EMILIANO ZAPATA",25,0
30065,"EMILIANO ZAPATA",20,0
30065,"EMILIANO ZAPATA",2,0
30065,"EMILIANO ZAPATA",27,0
30064,"CHUMATLAN",1,0
30173,"TEZONAPA",81,0
30209,"TATAHUICAPAN DE JUAREZ",4,0
30032,"CATEMACO",23,0
30040,"COATZINTLA",25,0
30039,"COATZACOALCOS",242,0
30038,"COATEPEC",2,0
30038,"COATEPEC",18,0
30037,"COAHUITLAN",3,0
30036,"COACOATZINTLA",2,0
30035,"CITLALTEPETL",4,0
30034,"CERRO AZUL",33,0
30033,"CAZONES DE HERRERA",14,0
30030,"CAMERINO Z. MENDOZA",9,0
30029,"CALCAHUALCO",7,0
30028,"BOCA DEL RIO",47,0
30027,"BENITO JUAREZ",279,0
30027,"BENITO JUAREZ",9,0
30027,"BENITO JUAREZ",160,0
30027,"BENITO JUAREZ",329,0
30027,"BENITO JUAREZ",1,0
30027,"BENITO JUAREZ",29,0
30027,"BENITO JUAREZ",12,0
30026,"BANDERILLA",4,0
30025,"AYAHUALULCO",7,0
30024,"TLALTETELA",3,0
30023,"ATZALAN",29,0
30022,"ATZACAN",5,0
30168,"TEQUILA",38,0
30168,"TEQUILA",7,0
30166,"TEPETLAN",3,0
30165,"TEPATLAXCO",3,0
30164,"TEOCELO",11,0
30126,"PASO DE OVEJAS",38,0
30050,"COXQUIHUI",6,0
30046,"COSAUTLAN DE CARVAJAL",5,0
30021,"ATOYAC",1,0
30021,"ATOYAC",24,0
30128,"PEROTE",27,0
30020,"ATLAHUILCO",6,0
30101,"MARIANO ESCOBEDO",7,0
30018,"AQUILA",35,0
30018,"AQUILA",2,0
30009,"ALTO LUCERO DE GUTIERREZ BARRIOS",41,0
30112,"NAOLINCO",6,0
30008,"ALPATLAHUAC",7,0
30007,"CAMARON DE TEJEDA",6,0
30006,"ACULTZINGO",14,0
30111,"MOLOACAN",14,0
30110,"MIXTLA DE ALTAMIRANO",6,0
30005,"ACULA",2,0
30051,"COYUTLA",9,0
30045,"COSAMALOAPAN DE CARPIO",57,0
30013,"NARANJOS AMATLAN",28,0
30014,"AMATLAN DE LOS REYES",26,0
30002,"ACATLAN",12,0
30002,"ACATLAN",19,0
30002,"ACATLAN",1,0
30001,"ACAJETE",20,0
30001,"ACAJETE",8,0
30003,"ACAYUCAN",38,0
30120,"OTEAPAN",4,0
30127,"LA PERLA",11,0
30048,"COSOLEACAQUE",28,0
30059,"CHINAMECA",16,0
30100,"MANLIO FABIO ALTAMIRANO",18,0
30087,"XALAPA",90,0
30097,"LERDO DE TEJADA",20,0
30010,"ALTOTONGA",20,0
30108,"MINATITLAN",8,0
30108,"MINATITLAN",281,0
30011,"ALVARADO",46,0
30012,"AMATITLAN",5,0
30015,"ANGEL R. CABADA",10,0
30016,"LA ANTIGUA",38,0
30017,"APAZAPAN",6,0
30117,"OMEALCA",39,0
30113,"NARANJAL",6,0
30114,"NAUTLA",12,0
30115,"NOGALES",52,0
30115,"NOGALES",24,0
30163,"TENOCHTITLAN",2,0
30019,"ASTACINGA",3,0
30042,"COLIPA",4,0
30043,"COMAPA",8,0
30044,"CORDOBA",47,0
30047,"COSCOMATEPEC",19,0
30049,"COTAXTLA",12,0
30052,"CUICHAPA",12,0
30099,"MALTRATA",11,0
30105,"MEDELLIN DE BRAVO",26,0
30184,"TLAQUILPA",5,0
30175,"TIHUATLAN",38,0
30178,"TLACOTALPAN",9,0
30180,"TLACHICHILCO",8,0
30137,"LOS REYES",20,0
30137,"LOS REYES",3,0
30196,"YANGA",20,0
30197,"YECUATLA",4,0
30198,"ZACUALPAN",7,0
30198,"ZACUALPAN",9,0
30139,"SALTABARRANCA",7,0
30186,"TOMATLAN",24,0
30186,"TOMATLAN",3,0
30200,"ZENTLA",4,0
30202,"ZONTECOMATLAN DE LOPEZ Y FUENTES",7,0
30204,"AGUA DULCE",19,0
30207,"TRES VALLES",19,0
30208,"CARLOS A. CARRILLO",12,0
30201,"ZONGOLICA",38,0
30181,"TLALIXCOYAN",23,0
30182,"TLALNELHUAYOCAN",3,0
30183,"TLAPACOYAN",16,0
30076,"ILAMATLAN",9,0
30077,"ISLA",19,0
30080,"IXHUATLAN DEL CAFE",9,0
30081,"IXHUATLANCILLO",5,0
30082,"IXHUATLAN DEL SURESTE",70,0
30083,"IXHUATLAN DE MADERO",35,0
30084,"IXMATLAHUACAN",3,0
30085,"IXTACZOQUITLAN",28,0
30086,"JALACINGO",10,0
30088,"JALCOMULCO",5,0
30089,"JALTIPAN",18,0
30090,"JAMAPA",5,0
30091,"JESUS CARRANZA",22,0
30092,"XICO",5,0
30041,"COETZALA",1,0
30053,"CUITLAHUAC",10,0
30054,"CHACALTIANGUIS",11,0
30055,"CHALMA",7,0
30056,"CHICONAMEL",5,0
30057,"CHICONQUIACO",6,0
30058,"CHICONTEPEC",43,0
30060,"CHINAMPA DE GOROSTIZA",5,0
30061,"LAS CHOAPAS",36,0
30062,"CHOCAMAN",4,0
30063,"CHONTLA",7,0
30093,"JILOTEPEC",34,0
30093,"JILOTEPEC",4,0
30094,"JUAN RODRIGUEZ CLARA",21,0
30095,"JUCHIQUE DE FERRER",6,0
30096,"LANDERO Y COSS",1,0
30104,"MECAYAPAN",21,0
30118,"ORIZABA",35,0
30119,"OTATITLAN",4,0
30121,"OZULUAMA DE MASCARENAS",32,0
30123,"PANUCO",108,0
30123,"PANUCO",4,0
30124,"PAPANTLA",271,0
30125,"PASO DEL MACHO",16,0
30129,"PLATON SANCHEZ",13,0
30130,"PLAYA VICENTE",28,0
30122,"PAJAPAN",10,0
30132,"LAS VIGAS DE RAMIREZ",6,0
30133,"PUEBLO VIEJO",26,0
30134,"PUENTE NACIONAL",25,0
30135,"RAFAEL DELGADO",3,0
30106,"MIAHUATLAN",1,0
30102,"MARTINEZ DE LA TORRE",25,0
30170,"TEXCATEPEC",12,0
30171,"TEXHUACAN",8,0
30172,"TEXISTEPEC",11,0
30174,"TIERRA BLANCA",1,0
30174,"TIERRA BLANCA",46,0
30176,"TLACOJALPAN",2,0
30179,"TLACOTEPEC DE MEJIA",2,0
30177,"TLACOLULAN",8,0
30193,"VERACRUZ",143,0
30143,"SANTIAGO TUXTLA",27,0
30144,"SAYULA DE ALEMAN",24,0
30142,"SAN JUAN EVANGELISTA",18,0
30151,"TAMIAHUA",18,0
30152,"TAMPICO ALTO",26,0
30153,"TANCOCO",5,0
30154,"TANTIMA",8,0
30155,"TANTOYUCA",33,0
30156,"TATATILA",1,0
30157,"CASTILLO DE TEAYO",16,0
30158,"TECOLUTLA",15,0
30159,"TEHUIPANGO",7,0
30160,"ALAMO TEMAPACHE",50,0
30161,"TEMPOAL",27,0
30167,"TEPETZINTLA",14,0
30167,"TEPETZINTLA",11,0
31009,"CANSAHCAB",4,0
31007,"CACALCHEN",3,0
31019,"CHEMAX",17,0
31101,"UMAN",31,0
31106,"YOBAIN",2,0
31105,"YAXKUKUL",1,0
31103,"XOCCHEL",5,0
31097,"TUNKAS",6,0
31095,"TIXPEHUAL",6,0
31081,"TEKOM",5,0
31090,"TIMUCUY",4,0
31088,"TEYA",2,0
31087,"TETIZ",3,0
31066,"SANTA ELENA",3,0
31086,"TEPAKAN",4,0
31083,"TELCHAC PUERTO",6,0
31082,"TELCHAC PUEBLO",3,0
31080,"TEKIT",6,0
31102,"VALLADOLID",47,0
31071,"SUDZAL",4,0
31069,"SOTUTA",11,0
31078,"TEKANTO",3,0
31037,"HUHI",4,0
31027,"DZIDZANTUN",11,0
31058,"PETO",36,0
31055,"OPICHEN",5,0
31036,"HOMUN",4,0
31032,"ESPITA",12,0
31077,"TEKAL DE VENEGAS",4,0
31074,"TAHMEK",3,0
31026,"DZEMUL",13,0
31025,"DZAN",1,0
31001,"ABALA",10,0
31050,"MERIDA",257,0
31023,"CHOCHOLA",2,0
31035,"HOCTUN",7,0
31034,"HOCABA",6,0
31016,"CHACSINKIN",0,1
31015,"CUZAMA",9,0
31013,"CONKAL",8,0
31049,"MAYAPAN",1,0
31065,"SAN FELIPE",1,0
31065,"SAN FELIPE",31,0
31065,"SAN FELIPE",3,0
31064,"SANAHCAT",1,0
31073,"TAHDZIU",3,0
31072,"SUMA",4,0
31093,"TIXKOKOB",20,0
31061,"RIO LAGARTOS",12,0
31014,"CUNCUNUL",3,0
31089,"TICUL",16,0
31070,"SUCILA",2,0
31068,"SINANCHE",4,0
31012,"CENOTILLO",6,0
31010,"CANTAMAYEC",4,0
31002,"ACANCEH",15,0
31063,"SAMAHIL",5,0
31060,"QUINTANA ROO",4,0
31054,"MUXUPIP",3,0
31053,"MUNA",8,0
31076,"TECOH",13,0
31098,"TZUCACAB",19,0
31042,"KANTUNIL",3,0
31052,"MOTUL",27,0
31006,"BUCTZOTZ",5,0
31056,"OXKUTZCAB",24,0
31057,"PANABA",3,0
31028,"DZILAM DE BRAVO",7,0
31062,"SACALUM",5,0
31051,"MOCOCHA",7,0
31040,"IZAMAL",23,0
31085,"TEMOZON",8,0
31104,"YAXCABA",27,0
31091,"TINUM",11,0
31048,"MAXCANU",33,0
31096,"TIZIMIN",76,0
31099,"UAYMA",3,0
31005,"BOKOBA",1,0
31047,"MANI",4,0
31046,"MAMA",3,0
31045,"KOPOMA",6,0
31044,"KINCHIL",4,0
31100,"UCU",2,0
31043,"KAUA",4,0
31020,"CHICXULUB PUEBLO",1,0
31067,"SEYE",8,0
31075,"TEABO",4,0
31004,"BACA",3,0
31003,"AKIL",4,0
31022,"CHIKINDZONOT",5,0
31033,"HALACHO",22,0
31079,"TEKAX",25,0
31059,"PROGRESO",3,0
31059,"PROGRESO",56,0
31094,"TIXMEHUAC",8,0
31084,"TEMAX",9,0
31029,"DZILAM GONZALEZ",3,0
31041,"KANASIN",10,0
31038,"HUNUCMA",20,0
31030,"DZITAS",6,0
31021,"CHICHIMILA",5,0
31039,"IXIL",2,0
31092,"TIXCACALCUPUL",10,0
31018,"CHAPAB",3,0
31017,"CHANKOM",14,0
31024,"CHUMAYEL",1,0
31031,"DZONCAUICH",2,0
31011,"CELESTUN",12,0
31008,"CALOTMUL",4,0
32027,"MELCHOR OCAMPO",4,0
32027,"MELCHOR OCAMPO",1,0
32027,"MELCHOR OCAMPO",3,0
32019,"JALPA",41,0
32003,"ATOLINGA",3,0
32058,"SANTA MARIA DE LA PAZ",0,1
32036,"OJOCALIENTE",16,0
32035,"NORIA DE ANGELES",13,0
32037,"PANUCO",108,0
32037,"PANUCO",4,0
32040,"SAIN ALTO",26,0
32033,"MOYAHUA DE ESTRADA",10,0
32020,"JEREZ",31,0
32010,"FRESNILLO",100,0
32034,"NOCHISTLAN DE MEJIA",68,0
32005,"CALERA",17,0
32045,"TEPECHITLAN",16,0
32038,"PINOS",39,0
32051,"VILLA DE COS",32,0
32050,"VETAGRANDE",5,0
