clave_ent,entidad,CVEGEO,municipio,homicidio_doloso_prom_diario,robo_veh_violencia_prom_diario,nom_mun_envipe,n_muestra_percepcion,pct_inseguro_municipio,n_inseguro_popw,non_sampled,z_homicidio,z_robo_veh,z_inseguro,composite,rank_composite
30,Veracruz de Ignacio de la Llave,30080,Ixhuatlán del Café,0.0,0.00273972602739726,IXHUATLAN DEL CAFE,22.0,0.51063829787234,7740.765957,0,-0.19783914488511273,-0.15535889932036942,-0.16545087065082237,-0.17288297161876817,1014
30,Veracruz de Ignacio de la Llave,30081,Ixhuatlancillo,0.0,0.00273972602739726,IXHUATLANCILLO,8.0,0.738987043580683,13923.99388,0,-0.19783914488511273,-0.15535889932036942,-0.08668931258120234,-0.14662911892889482,785
30,Veracruz de Ignacio de la Llave,30082,Ixhuatlán del Sureste,0.00273972602739726,0.00273972602739726,IXHUATLAN DEL SURESTE,18.0,0.512188597224544,5654.049925,0,-0.1732157287348979,-0.15535889932036942,-0.19203132473983056,-0.17353531759836596,1027
30,Veracruz de Ignacio de la Llave,30083,Ixhuatlán de Madero,0.00273972602739726,0.0,IXHUATLAN DE MADERO,38.0,0.486546830114622,16897.77141,0,-0.1732157287348979,-0.16608729442343717,-0.048809526402855075,-0.12937084985373004,695
30,Veracruz de Ignacio de la Llave,30084,Ixmatlahuacan,0.00821917808219178,0.0,,,,0.0,1,-0.12396889643446825,-0.16608729442343717,-0.26405224763674284,-0.1847028128315494,1153
30,Veracruz de Ignacio de la Llave,30085,Ixtaczoquitlán,0.0136986301369863,0.0164383561643835,IXTACZOQUITLAN,18.0,0.665932001300719,34608.48611,0,-0.07472206413403858,-0.10171692380503089,0.17678841397223122,0.00011647534438724572,374
30,Veracruz de Ignacio de la Llave,30086,Jalacingo,0.00821917808219178,0.0136986301369863,JALACINGO,19.0,0.410732196589769,11699.70662,0,-0.12396889643446825,-0.11244531890809842,-0.11502214009033408,-0.11714545181096692,642
30,Veracruz de Ignacio de la Llave,30087,Xalapa,0.0575342465753424,0.0602739726027397,XALAPA,220.0,0.591920623671155,215881.1464,0,0.31925259426939817,0.06993739784405331,2.4858278570691663,0.9583392830608726,98
30,Veracruz de Ignacio de la Llave,30088,Jalcomulco,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
30,Veracruz de Ignacio de la Llave,30089,Jáltipan,0.00547945205479452,0.021917808219178,JALTIPAN,36.0,0.837019642687145,23538.66639,0,-0.14859231258468308,-0.08026013359889547,0.035781765090042696,-0.0643568936978453,479
30,Veracruz de Ignacio de la Llave,30090,Jamapa,0.0,0.00547945205479452,,,,0.0,1,-0.19783914488511273,-0.14463050421730167,-0.26405224763674284,-0.2021739655797191,1660
30,Veracruz de Ignacio de la Llave,30091,Jesús Carranza,0.00821917808219178,0.0,JESUS CARRANZA,20.0,0.325581395348837,6154.790698,0,-0.12396889643446825,-0.16608729442343717,-0.18565292110315357,-0.15856970398701967,877
30,Veracruz de Ignacio de la Llave,30092,Xico,0.00273972602739726,0.0,XICO,20.0,0.55557338639792,15092.15104,0,-0.1732157287348979,-0.16608729442343717,-0.07180940209795063,-0.13703747508542855,728
30,Veracruz de Ignacio de la Llave,30093,Jilotepec,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
30,Veracruz de Ignacio de la Llave,30094,Juan Rodríguez Clara,0.00821917808219178,0.00273972602739726,,,,0.0,1,-0.12396889643446825,-0.15535889932036942,-0.26405224763674284,-0.18112668113052685,1096
30,Veracruz de Ignacio de la Llave,30095,Juchique de Ferrer,0.00821917808219178,0.0,JUCHIQUE DE FERRER,35.0,0.613043314074242,6468.83305,0,-0.12396889643446825,-0.16608729442343717,-0.181652669899189,-0.15723628691903146,868
30,Veracruz de Ignacio de la Llave,30096,Landero y Coss,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
30,Veracruz de Ignacio de la Llave,30097,Lerdo de Tejada,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
30,Veracruz de Ignacio de la Llave,30098,Magdalena,0.00547945205479452,0.0,,,,0.0,1,-0.14859231258468308,-0.16608729442343717,-0.26405224763674284,-0.19291061821495437,1277
30,Veracruz de Ignacio de la Llave,30099,Maltrata,0.0246575342465753,0.150684931506849,MALTRATA,17.0,0.604186046511627,7120.936744,0,0.023771600466820385,0.4239744362452881,-0.17334621514740053,0.09146660718823596,287
30,Veracruz de Ignacio de la Llave,30100,Manlio Fabio Altamirano,0.0,0.010958904109589,,,,0.0,1,-0.19783914488511273,-0.12317371401116634,-0.26405224763674284,-0.19502170217767398,1363
30,Veracruz de Ignacio de la Llave,30101,Mariano Escobedo,0.010958904109589,0.00547945205479452,MARIANO ESCOBEDO,35.0,0.600876973607429,15024.32785,0,-0.09934548028425377,-0.14463050421730167,-0.0726733295132383,-0.10554977133826458,601
30,Veracruz de Ignacio de la Llave,30102,Martínez de la Torre,0.117808219178082,0.0328767123287671,MARTINEZ DE LA TORRE,35.0,0.910509813432189,69353.53249,0,0.8609677495741234,-0.03734655318662422,0.6193685714835963,0.48099658929036515,153
30,Veracruz de Ignacio de la Llave,30103,Mecatlán,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
30,Veracruz de Ignacio de la Llave,30104,Mecayapan,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
30,Veracruz de Ignacio de la Llave,30105,Medellín de Bravo,0.0328767123287671,0.0794520547945205,MEDELLIN DE BRAVO,125.0,0.525679685193341,36610.96168,0,0.09764184891746505,0.1450361635655275,0.20229581849517955,0.14832461032605737,256
30,Veracruz de Ignacio de la Llave,30106,Miahuatlán,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
30,Veracruz de Ignacio de la Llave,30107,Las Minas,0.00821917808219178,0.0,,,,0.0,1,-0.12396889643446825,-0.16608729442343717,-0.26405224763674284,-0.1847028128315494,1153
30,Veracruz de Ignacio de la Llave,30108,Minatitlán,0.0493150684931506,0.0630136986301369,MINATITLAN,46.0,0.770856936242015,81059.46113,0,0.2453823458187535,0.08066579294712081,0.7684779347190469,0.36484202449497377,173
30,Veracruz de Ignacio de la Llave,30109,Misantla,0.0136986301369863,0.00547945205479452,,,,0.0,1,-0.07472206413403858,-0.14463050421730167,-0.26405224763674284,-0.16113493866269438,901
30,Veracruz de Ignacio de la Llave,30110,Mixtla de Altamirano,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
30,Veracruz de Ignacio de la Llave,30111,Moloacán,0.00547945205479452,0.00821917808219178,MOLOACAN,16.0,0.511620185922974,5792.052125,0,-0.14859231258468308,-0.13390210911423392,-0.19027346162619627,-0.15758929444170444,871
30,Veracruz de Ignacio de la Llave,30112,Naolinco,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
30,Veracruz de Ignacio de la Llave,30113,Naranjal,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
30,Veracruz de Ignacio de la Llave,30114,Nautla,0.0,0.0,NAUTLA,17.0,0.249967683557394,1874.007724,0,-0.19783914488511273,-0.16608729442343717,-0.24018125824175232,-0.20136923251676742,1652
30,Veracruz de Ignacio de la Llave,30115,Nogales,0.0191780821917808,0.00821917808219178,NOGALES,37.0,0.687732885219551,17992.46774,0,-0.02547523183360911,-0.13390210911423392,-0.03486535522922279,-0.06474756539235528,482
30,Veracruz de Ignacio de la Llave,30116,Oluta,0.0191780821917808,0.0301369863013698,OLUTA,33.0,0.779224123803057,9208.091471,0,-0.02547523183360911,-0.048074948289692124,-0.14676017298980618,-0.0734367843710358,509
30,Veracruz de Ignacio de la Llave,30117,Omealca,0.0410958904109589,0.0410958904109589,,,,0.0,1,0.17151209736810974,-0.005161367877420875,-0.26405224763674284,-0.03256717271535133,423
30,Veracruz de Ignacio de la Llave,30118,Orizaba,0.0191780821917808,0.0136986301369863,ORIZABA,61.0,0.317432658798159,29576.47055,0,-0.02547523183360911,-0.11244531890809842,0.11269092465569976,-0.008409875362002592,390
30,Veracruz de Ignacio de la Llave,30119,Otatitlán,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
30,Veracruz de Ignacio de la Llave,30120,Oteapan,0.00273972602739726,0.00821917808219178,,,,0.0,1,-0.1732157287348979,-0.13390210911423392,-0.26405224763674284,-0.19039002849529155,1249
30,Veracruz de Ignacio de la Llave,30121,Ozuluama de Mascareñas,0.0,0.00273972602739726,,,,0.0,1,-0.19783914488511273,-0.15535889932036942,-0.26405224763674284,-0.20575009728074167,1719
30,Veracruz de Ignacio de la Llave,30122,Pajapan,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
30,Veracruz de Ignacio de la Llave,30123,Pánuco,0.00273972602739726,0.0136986301369863,PANUCO,19.0,0.413824340291453,27751.06026,0,-0.1732157287348979,-0.11244531890809842,0.08943896623735942,-0.06540736046854563,485
30,Veracruz de Ignacio de la Llave,30124,Papantla,0.0684931506849315,0.0931506849315068,PAPANTLA,55.0,0.838023867694042,94756.19674,0,0.4177462588702581,0.19867813908086626,0.9429460686040166,0.5197901555183804,145
30,Veracruz de Ignacio de la Llave,30125,Paso del Macho,0.00547945205479452,0.0328767123287671,,,,0.0,1,-0.14859231258468308,-0.03734655318662422,-0.26405224763674284,-0.1499970378026834,817
30,Veracruz de Ignacio de la Llave,30126,Paso de Ovejas,0.0,0.00273972602739726,,,,0.0,1,-0.19783914488511273,-0.15535889932036942,-0.26405224763674284,-0.20575009728074167,1719
30,Veracruz de Ignacio de la Llave,30127,La Perla,0.010958904109589,0.00273972602739726,LA PERLA,19.0,0.527267973856209,8007.091451,0,-0.09934548028425377,-0.15535889932036942,-0.16205843370327347,-0.1389209377692989,740
30,Veracruz de Ignacio de la Llave,30128,Perote,0.0191780821917808,0.167123287671232,PEROTE,19.0,0.745098039215686,37228.07843,0,-0.02547523183360911,0.48834480686369236,0.210156611813191,0.22434206228109144,223
30,Veracruz de Ignacio de la Llave,30129,Platón Sánchez,0.00273972602739726,0.00547945205479452,,,,0.0,1,-0.1732157287348979,-0.14463050421730167,-0.26405224763674284,-0.19396616019631416,1331
30,Veracruz de Ignacio de la Llave,30130,Playa Vicente,0.00273972602739726,0.00273972602739726,PLAYA VICENTE,18.0,0.696985116397404,18511.92469,0,-0.1732157287348979,-0.15535889932036942,-0.028248546138309922,-0.11894105806452575,652
30,Veracruz de Ignacio de la Llave,30131,Poza Rica de Hidalgo,0.0465753424657534,0.0520547945205479,POZA RICA DE HIDALGO,69.0,0.894964368726213,126085.2652,0,0.22075892966853922,0.03775221253484997,1.3420137199194138,0.5335082873742677,143
30,Veracruz de Ignacio de la Llave,30132,Las Vigas de Ramírez,0.00273972602739726,0.010958904109589,,,,0.0,1,-0.1732157287348979,-0.12317371401116634,-0.26405224763674284,-0.18681389679426905,1195
30,Veracruz de Ignacio de la Llave,30133,Pueblo Viejo,0.00273972602739726,0.00547945205479452,PUEBLO VIEJO,9.0,0.287335596096733,11565.83241,0,-0.1732157287348979,-0.14463050421730167,-0.11672742113386768,-0.14485788469535577,774
30,Veracruz de Ignacio de la Llave,30134,Puente Nacional,0.0136986301369863,0.0136986301369863,,,,0.0,1,-0.07472206413403858,-0.11244531890809842,-0.26405224763674284,-0.1504065435596266,820
30,Veracruz de Ignacio de la Llave,30135,Rafael Delgado,0.0191780821917808,0.00547945205479452,RAFAEL DELGADO,14.0,0.766864822951667,12131.8015,0,-0.02547523183360911,-0.14463050421730167,-0.10951814340664183,-0.09320795981918421,557
30,Veracruz de Ignacio de la Llave,30136,Rafael Lucio,0.0,0.00273972602739726,,,,0.0,1,-0.19783914488511273,-0.15535889932036942,-0.26405224763674284,-0.20575009728074167,1719
30,Veracruz de Ignacio de la Llave,30137,Los Reyes,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
30,Veracruz de Ignacio de la Llave,30138,Río Blanco,0.0164383561643835,0.00547945205479452,RIO BLANCO,8.0,0.401879340868854,12432.13741,0,-0.05009864798382428,-0.14463050421730167,-0.10569248397593137,-0.10014054539235244,583
30,Veracruz de Ignacio de la Llave,30139,Saltabarranca,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
30,Veracruz de Ignacio de la Llave,30140,San Andrés Tenejapan,0.0,0.00273972602739726,,,,0.0,1,-0.19783914488511273,-0.15535889932036942,-0.26405224763674284,-0.20575009728074167,1719
30,Veracruz de Ignacio de la Llave,30141,San Andrés Tuxtla,0.0191780821917808,0.0136986301369863,SAN ANDRES TUXTLA,56.0,0.676027290833839,75684.63535,0,-0.02547523183360911,-0.11244531890809842,0.7000137509533337,0.1873644000705421,236
30,Veracruz de Ignacio de la Llave,30142,San Juan Evangelista,0.0136986301369863,0.00821917808219178,SAN JUAN EVANGELISTA,35.0,0.467988422980663,10573.26244,0,-0.07472206413403858,-0.13390210911423392,-0.1293707133275001,-0.11266496219192419,626
30,Veracruz de Ignacio de la Llave,30143,Santiago Tuxtla,0.010958904109589,0.00821917808219178,SANTIAGO TUXTLA,75.0,0.69777122679711,28196.93527,0,-0.09934548028425377,-0.13390210911423392,0.09511849332729226,-0.04604303202373181,444
30,Veracruz de Ignacio de la Llave,30144,Sayula de Alemán,0.0164383561643835,0.0136986301369863,,,,0.0,1,-0.05009864798382428,-0.11244531890809842,-0.26405224763674284,-0.14219873817622183,762
30,Veracruz de Ignacio de la Llave,30145,Soconusco,0.00273972602739726,0.00547945205479452,,,,0.0,1,-0.1732157287348979,-0.14463050421730167,-0.26405224763674284,-0.19396616019631416,1331
30,Veracruz de Ignacio de la Llave,30146,Sochiapa,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
30,Veracruz de Ignacio de la Llave,30147,Soledad Atzompa,0.0,0.0,SOLEDAD ATZOMPA,20.0,0.365365885332121,5346.764366,0,-0.19783914488511273,-0.16608729442343717,-0.19594550835080632,-0.18662398255311874,1192
30,Veracruz de Ignacio de la Llave,30148,Soledad de Doblado,0.0,0.00821917808219178,,,,0.0,1,-0.19783914488511273,-0.13390210911423392,-0.26405224763674284,-0.19859783387869648,1439
30,Veracruz de Ignacio de la Llave,30149,Soteapan,0.00821917808219178,0.0,,,,0.0,1,-0.12396889643446825,-0.16608729442343717,-0.26405224763674284,-0.1847028128315494,1153
30,Veracruz de Ignacio de la Llave,30150,Tamalín,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
30,Veracruz de Ignacio de la Llave,30151,Tamiahua,0.0136986301369863,0.00273972602739726,,,,0.0,1,-0.07472206413403858,-0.15535889932036942,-0.26405224763674284,-0.16471107036371693,932
30,Veracruz de Ignacio de la Llave,30152,Tampico Alto,0.0,0.00273972602739726,,,,0.0,1,-0.19783914488511273,-0.15535889932036942,-0.26405224763674284,-0.20575009728074167,1719
30,Veracruz de Ignacio de la Llave,30153,Tancoco,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
30,Veracruz de Ignacio de la Llave,30154,Tantima,0.0,0.00273972602739726,TANTIMA,19.0,0.307716013713933,2673.129011,0,-0.19783914488511273,-0.15535889932036942,-0.23000210288236478,-0.19440004902928232,1360
30,Veracruz de Ignacio de la Llave,30155,Tantoyuca,0.0246575342465753,0.0273972602739726,TANTOYUCA,38.0,0.534691504163811,34456.05522,0,0.023771600466820385,-0.058803343392759645,0.17484675913695003,0.04660500540367026,324
30,Veracruz de Ignacio de la Llave,30156,Tatatila,0.00273972602739726,0.0,TATATILA,19.0,0.35555439685064,1302.040201,0,-0.1732157287348979,-0.16608729442343717,-0.24746694362124974,-0.19558998892652826,1381
30,Veracruz de Ignacio de la Llave,30157,Castillo de Teayo,0.0,0.00273972602739726,CASTILLO DE TEAYO,22.0,0.736835009572087,10399.68933,0,-0.19783914488511273,-0.15535889932036942,-0.13158167639611634,-0.16159324020053284,907
30,Veracruz de Ignacio de la Llave,30158,Tecolutla,0.0164383561643835,0.00547945205479452,TECOLUTLA,16.0,0.441140598056945,7780.396728,0,-0.05009864798382428,-0.14463050421730167,-0.16494605644854307,-0.11989173621655635,654
30,Veracruz de Ignacio de la Llave,30159,Tehuipango,0.010958904109589,0.00273972602739726,,,,0.0,1,-0.09934548028425377,-0.15535889932036942,-0.26405224763674284,-0.17291887574712203,1015
30,Veracruz de Ignacio de la Llave,30160,Álamo Temapache,0.0630136986301369,0.0246575342465753,ALAMO TEMAPACHE,18.0,0.660008865479387,49365.36309,0,0.36849942656982765,-0.06953173849582756,0.3647605601813576,0.22124274941845257,226
30,Veracruz de Ignacio de la Llave,30161,Tempoal,0.010958904109589,0.00273972602739726,,,,0.0,1,-0.09934548028425377,-0.15535889932036942,-0.26405224763674284,-0.17291887574712203,1015
30,Veracruz de Ignacio de la Llave,30162,Tenampa,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
30,Veracruz de Ignacio de la Llave,30163,Tenochtitlán,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
30,Veracruz de Ignacio de la Llave,30164,Teocelo,0.0,0.00547945205479452,TEOCELO,37.0,0.657138968286375,7926.410235,0,-0.19783914488511273,-0.14463050421730167,-0.1630861458235843,-0.16851859830866622,964
30,Veracruz de Ignacio de la Llave,30165,Tepatlaxco,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
30,Veracruz de Ignacio de la Llave,30166,Tepetlán,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
30,Veracruz de Ignacio de la Llave,30167,Tepetzintla,0.00273972602739726,0.0,TEPETZINTLA,19.0,0.557655038759689,5566.512597,0,-0.1732157287348979,-0.16608729442343717,-0.1931463695721398,-0.1774831309101583,1069
30,Veracruz de Ignacio de la Llave,30168,Tequila,0.00273972602739726,0.00547945205479452,,,,0.0,1,-0.1732157287348979,-0.14463050421730167,-0.26405224763674284,-0.19396616019631416,1331
30,Veracruz de Ignacio de la Llave,30169,José Azueta,0.0,0.00273972602739726,,,,0.0,1,-0.19783914488511273,-0.15535889932036942,-0.26405224763674284,-0.20575009728074167,1719
30,Veracruz de Ignacio de la Llave,30170,Texcatepec,0.0,0.0,TEXCATEPEC,14.0,0.357169134553481,2320.527867,0,-0.19783914488511273,-0.16608729442343717,-0.23449351348931785,-0.19947331759928924,1466
30,Veracruz de Ignacio de la Llave,30171,Texhuacán,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
30,Veracruz de Ignacio de la Llave,30172,Texistepec,0.0246575342465753,0.00547945205479452,,,,0.0,1,0.023771600466820385,-0.14463050421730167,-0.26405224763674284,-0.1283037171290747,689
30,Veracruz de Ignacio de la Llave,30173,Tezonapa,0.00273972602739726,0.0328767123287671,,,,0.0,1,-0.1732157287348979,-0.03734655318662422,-0.26405224763674284,-0.15820484318608832,874
30,Veracruz de Ignacio de la Llave,30174,Tierra Blanca,0.00547945205479452,0.0547945205479452,TIERRA BLANCA,19.0,0.682937081308288,47015.43749,0,-0.14859231258468308,0.048480607637917894,0.334827359609012,0.07823855155408227,301
30,Veracruz de Ignacio de la Llave,30175,Tihuatlán,0.00547945205479452,0.0547945205479452,TIHUATLAN,29.0,0.771729837560558,49532.70789,0,-0.14859231258468308,0.048480607637917894,0.36689218743931806,0.08892682749751762,290
30,Veracruz de Ignacio de la Llave,30176,Tlacojalpan,0.0,0.00547945205479452,,,,0.0,1,-0.19783914488511273,-0.14463050421730167,-0.26405224763674284,-0.2021739655797191,1660
30,Veracruz de Ignacio de la Llave,30177,Tlacolulan,0.0,0.0,TLACOLULAN,38.0,0.353461918117293,2514.174624,0,-0.19783914488511273,-0.16608729442343717,-0.23202685360124936,-0.19865109763659974,1460
30,Veracruz de Ignacio de la Llave,30178,Tlacotalpan,0.0,0.0,TLACOTALPAN,30.0,0.605034350505483,5960.193387,0,-0.19783914488511273,-0.16608729442343717,-0.18813168908670255,-0.18401937613175082,1150
30,Veracruz de Ignacio de la Llave,30179,Tlacotepec de Mejía,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
30,Veracruz de Ignacio de la Llave,30180,Tlachichilco,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
30,Veracruz de Ignacio de la Llave,30181,Tlalixcoyan,0.00547945205479452,0.00547945205479452,,,,0.0,1,-0.14859231258468308,-0.14463050421730167,-0.26405224763674284,-0.18575835481290923,1180
30,Veracruz de Ignacio de la Llave,30182,Tlalnelhuayocan,0.0,0.0,TLALNELHUAYOCAN,5.0,0.533333333333333,7042.666667,0,-0.19783914488511273,-0.16608729442343717,-0.17434321433480196,-0.1794232178811173,1084
30,Veracruz de Ignacio de la Llave,30183,Tlapacoyan,0.0520547945205479,0.0246575342465753,,,,0.0,1,0.2700057619689687,-0.06953173849582756,-0.26405224763674284,-0.021192741387867236,408
30,Veracruz de Ignacio de la Llave,30184,Tlaquilpa,0.00547945205479452,0.0,,,,0.0,1,-0.14859231258468308,-0.16608729442343717,-0.26405224763674284,-0.19291061821495437,1277
30,Veracruz de Ignacio de la Llave,30185,Tlilapan,0.0,0.00273972602739726,,,,0.0,1,-0.19783914488511273,-0.15535889932036942,-0.26405224763674284,-0.20575009728074167,1719
30,Veracruz de Ignacio de la Llave,30186,Tomatlán,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
30,Veracruz de Ignacio de la Llave,30187,Tonayán,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
30,Veracruz de Ignacio de la Llave,30188,Totutla,0.0,0.00273972602739726,,,,0.0,1,-0.19783914488511273,-0.15535889932036942,-0.26405224763674284,-0.20575009728074167,1719
30,Veracruz de Ignacio de la Llave,30189,Tuxpan,0.106849315068493,0.0465753424657534,TUXPAN,76.0,0.880793963817199,98744.93049,0,0.7624740849732645,0.016295422328714546,0.9937543015831518,0.590841269628377,136
30,Veracruz de Ignacio de la Llave,30190,Tuxtilla,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
30,Veracruz de Ignacio de la Llave,30191,Ursulo Galván,0.0,0.00821917808219178,URSULO GALVAN,19.0,0.783853896440801,17785.64491,0,-0.19783914488511273,-0.13390210911423392,-0.0374998510844661,-0.1230803683612709,665
30,Veracruz de Ignacio de la Llave,30192,Vega de Alatorre,0.00821917808219178,0.0,VEGA DE ALATORRE,15.0,0.421052631578947,6165.052632,0,-0.12396889643446825,-0.16608729442343717,-0.18552220525041246,-0.15852613203610597,876
30,Veracruz de Ignacio de la Llave,30193,Veracruz,0.0520547945205479,0.252054794520547,VERACRUZ,334.0,0.690662459684056,317094.1858,0,0.2700057619689687,0.8209250550587925,3.775073018233806,1.6220012784205224,57
30,Veracruz de Ignacio de la Llave,30194,Villa Aldama,0.010958904109589,0.00821917808219178,,,,0.0,1,-0.09934548028425377,-0.13390210911423392,-0.26405224763674284,-0.16576661234507684,940
30,Veracruz de Ignacio de la Llave,30195,Xoxocotla,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
30,Veracruz de Ignacio de la Llave,30196,Yanga,0.0356164383561643,0.00547945205479452,,,,0.0,1,0.12226526506767935,-0.14463050421730167,-0.26405224763674284,-0.09547249559545505,571
30,Veracruz de Ignacio de la Llave,30197,Yecuatla,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
30,Veracruz de Ignacio de la Llave,30198,Zacualpan,0.0,0.00273972602739726,,,,0.0,1,-0.19783914488511273,-0.15535889932036942,-0.26405224763674284,-0.20575009728074167,1719
30,Veracruz de Ignacio de la Llave,30199,Zaragoza,0.00273972602739726,0.00273972602739726,ZARAGOZA,21.0,0.183682162837588,1436.578196,0,-0.1732157287348979,-0.15535889932036942,-0.24575320732724273,-0.19144261179417002,1265
30,Veracruz de Ignacio de la Llave,30200,Zentla,0.00273972602739726,0.010958904109589,,,,0.0,1,-0.1732157287348979,-0.12317371401116634,-0.26405224763674284,-0.18681389679426905,1195
30,Veracruz de Ignacio de la Llave,30201,Zongolica,0.010958904109589,0.0136986301369863,ZONGOLICA,37.0,0.804688195000444,23543.56721,0,-0.09934548028425377,-0.11244531890809842,0.03584419141878648,-0.058648869257855236,465
30,Veracruz de Ignacio de la Llave,30202,Zontecomatlán de López y Fuentes,0.0,0.0,ZONTECOMATLAN DE LOPEZ Y FUENTES,30.0,0.307518891914801,2721.234675,0,-0.19783914488511273,-0.16608729442343717,-0.229389336040224,-0.19777192511625796,1434
30,Veracruz de Ignacio de la Llave,30203,Zozocolco de Hidalgo,0.00273972602739726,0.00273972602739726,ZOZOCOLCO DE HIDALGO,16.0,0.812544080604534,7576.161008,0,-0.1732157287348979,-0.15535889932036942,-0.1675475978636404,-0.16537407530630258,939
30,Veracruz de Ignacio de la Llave,30204,Agua Dulce,0.021917808219178,0.0356164383561643,AGUA DULCE,18.0,0.641060031449449,20332.50102,0,-0.000851815683394814,-0.026618158083556703,-0.005058162390350082,-0.010842712052433867,395
30,Veracruz de Ignacio de la Llave,30205,El Higo,0.0136986301369863,0.0,,,,0.0,1,-0.07472206413403858,-0.16608729442343717,-0.26405224763674284,-0.16828720206473954,958
30,Veracruz de Ignacio de la Llave,30206,Nanchital de Lázaro Cárdenas del Río,0.010958904109589,0.00821917808219178,,,,0.0,1,-0.09934548028425377,-0.13390210911423392,-0.26405224763674284,-0.16576661234507684,940
30,Veracruz de Ignacio de la Llave,30207,Tres Valles,0.010958904109589,0.0273972602739726,TRES VALLES,18.0,0.605263157894736,19054.28947,0,-0.09934548028425377,-0.058803343392759645,-0.021339938587876806,-0.059829587421630075,468
30,Veracruz de Ignacio de la Llave,30208,Carlos A. Carrillo,0.00547945205479452,0.00273972602739726,CARLOS A. CARRILLO,35.0,0.744316200891792,12973.43138,0,-0.14859231258468308,-0.15535889932036942,-0.09879751633414253,-0.13424957607973168,718
30,Veracruz de Ignacio de la Llave,30209,Tatahuicapan de Juárez,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
